id,first,second,classfication
1,null,7.80246928153624,0
1,3.02867107682260,4.389499752400101,0
1,3.58474087699387,7.290219802708364,0
1,6.01825993862097,8.630855209546826,1
1,7.90327360507101,7.53443764369103,1
1,4.50832774766833,5.63163717815305,0
1,6.11066645368476,9.651142588489624,1
1,7.50247455673888,4.655401354116538,1
1,7.60987867022625,8.742056971926803,1
1,8.44328199612003,4.353339331072109,1
1,9.58615550709357,3.822527805795094,0
1,7.501365838958247,3.060326323428011,0
1,8.230705337399482,7.648196330235604,1
1,6.936458875970939,9.771869196188608,1
1,3.953833914367223,7.603681085115882,0
1,5.39710521485623,8.920735013750205,1
1,6.907014406283025,5.274046973016765,1
1,6.794685547711617,4.667857410673128,0
1,7.066150955499435,9.292713789364831,1
1,7.697878372747498,4.757596364975532,1
1,6.737202754570876,4.283843832029179,0
1,8.967677575072079,6.579936592745237,1
1,5.0534788289883,4.885581152764205,0
1,3.421206097786789,4.420952859866288,0
1,7.79240914545704,6.89723599933059,1
1,6.227101367004632,6.995445795447587,1
1,8.01901807509566,4.482162893218353,1
1,9.3114388797442,3.880067033713209,0
1,6.183020602312595,5.025610789244621,0
1,3.878580379679423,6.499568095539578,0
1,6.1379289447425,7.280788731317097,1
1,8.540451939411645,5.705198397627122,1
1,5.210797973193984,6.312762376881715,0
1,5.204540476831827,6.943286012045222,1
1,4.023689373545111,7.116774802184875,0
1,5.463510555424817,5.221388588061123,0
1,3.391550010906887,9.886943574220611,0
1,6.417698887494485,8.090806058670817,1
1,7.478925295941542,4.157341522824434,0
1,3.41836400264419,7.52377203360134,0
1,8.390239366249155,5.630804621605327,1
1,5.154772026906181,4.685629026349976,0
1,9.444336776917852,6.556892160559052,1
1,8.236875375713919,4.061825515970618,0
1,5.104775177128865,4.582270145776001,0
1,6.222267576120188,5.206099194836679,0
1,7.719303492601364,7.045820000180959,1
1,9.777159928000232,8.67278223300282,1
1,6.207306379667647,9.676882412413983,1
1,9.156497449807442,8.869629254546599,1
1,7.994481794066932,7.416311935043758,1
1,9.92725269292572,6.099903099844988,1
1,9.054671411399852,4.339060180650027,1
1,3.452451385320009,6.039634245837173,0
1,5.02864961189907,4.980453881323059,0
1,4.958667721632031,5.980895099453265,0
1,9.764563396007767,6.886157272420604,1
1,3.257720016809309,9.559854761387875,0
1,7.424869136721598,6.982457122657193,1
1,7.179646205863379,7.845356224515052,1
1,7.53956114656803,8.575993667331619,1
1,3.528611281526193,4.702051394723416,0
1,5.625381749711624,3.926147251058019,0
1,3.005882244669796,4.959297386723685,0
1,4.466826172480893,6.645008614558913,0
1,6.656089447242954,4.109209807936973,0
1,4.045755098375164,9.753518548909936,1
1,4.907256321908844,5.188321182073966,0
1,8.027957401466998,9.211606081344084,1
1,6.674671856944039,6.099139402740988,1
1,3.272283304060323,4.330717306430063,0
1,6.40393204150601,7.803168802018232,1
1,7.234649422579923,9.622759296761404,1
1,6.045788573918959,7.309499809758037,1
1,5.884095621726802,7.585844831279042,1
1,9.982785779692128,7.236925193383885,1
1,4.726426910848174,8.847586499559782,1
1,5.045815980285988,7.580985952982456,1
1,6.045555629271532,4.250840943572217,0
1,8.222666157785568,4.271987853716458,0
1,8.89138964166533,6.980378889835472,1
1,9.483450672430196,4.569430680250754,1
1,6.731925746917527,6.658935317747915,1
1,5.723870631569862,5.951428198012956,1
1,8.036675600171273,9.096014789746954,1
1,6.846852178591112,8.559430710452014,1
1,4.20754545384731,7.884478600148043,0
1,7.547770200533905,9.042453899753964,1
1,7.863542434898018,9.664742716885644,1
1,5.234800398794107,6.076950525602592,0
1,9.409433112516793,7.715910509073893,1
1,9.044855097096364,8.750879176484702,1
1,5.548216114069585,3.557070347228866,0
1,7.449269241843041,8.484513684930135,1
1,8.984580670720979,4.535828361091658,1
1,8.348916274498238,4.838028579728175,1
1,4.22617008099817,8.710385094025457,1
1,9.931500880510394,6.877540947206617,1
1,5.534001756003703,6.49319380069486,1
1,7.477589300092767,8.952981289513276,1
1,3.46236596245169,7.80246928153624,0
1,3.02867107682260,4.389499752400101,0
1,3.58474087699387,7.290219802708364,0
1,6.01825993862097,8.630855209546826,1
1,7.90327360507101,7.53443764369103,1
1,4.50832774766833,5.63163717815305,0
1,6.11066645368476,9.651142588489624,1
1,7.50247455673888,4.655401354116538,1
1,7.60987867022625,8.742056971926803,1
1,8.44328199612003,4.353339331072109,1
1,9.58615550709357,3.822527805795094,0
1,7.501365838958247,3.060326323428011,0
1,8.230705337399482,7.648196330235604,1
1,6.936458875970939,9.771869196188608,1
1,3.953833914367223,7.603681085115882,0
1,5.39710521485623,8.920735013750205,1
1,6.907014406283025,5.274046973016765,1
1,6.794685547711617,4.667857410673128,0
1,7.066150955499435,9.292713789364831,1
1,7.697878372747498,4.757596364975532,1
1,6.737202754570876,4.283843832029179,0
1,8.967677575072079,6.579936592745237,1
1,5.0534788289883,4.885581152764205,0
1,3.421206097786789,4.420952859866288,0
1,7.79240914545704,6.89723599933059,1
1,6.227101367004632,6.995445795447587,1
1,8.01901807509566,4.482162893218353,1
1,9.3114388797442,3.880067033713209,0
1,6.183020602312595,5.025610789244621,0
1,3.878580379679423,6.499568095539578,0
1,6.1379289447425,7.280788731317097,1
1,8.540451939411645,5.705198397627122,1
1,5.210797973193984,6.312762376881715,0
1,5.204540476831827,6.943286012045222,1
1,4.023689373545111,7.116774802184875,0
1,5.463510555424817,5.221388588061123,0
1,3.391550010906887,9.886943574220611,0
1,6.417698887494485,8.090806058670817,1
1,7.478925295941542,4.157341522824434,0
1,3.41836400264419,7.52377203360134,0
1,8.390239366249155,5.630804621605327,1
1,5.154772026906181,4.685629026349976,0
1,9.444336776917852,6.556892160559052,1
1,8.236875375713919,4.061825515970618,0
1,5.104775177128865,4.582270145776001,0
1,6.222267576120188,5.206099194836679,0
1,7.719303492601364,7.045820000180959,1
1,9.777159928000232,8.67278223300282,1
1,6.207306379667647,9.676882412413983,1
1,9.156497449807442,8.869629254546599,1
1,7.994481794066932,7.416311935043758,1
1,9.92725269292572,6.099903099844988,1
1,9.054671411399852,4.339060180650027,1
1,3.452451385320009,6.039634245837173,0
1,5.02864961189907,4.980453881323059,0
1,4.958667721632031,5.980895099453265,0
1,9.764563396007767,6.886157272420604,1
1,3.257720016809309,9.559854761387875,0
1,7.424869136721598,6.982457122657193,1
1,7.179646205863379,7.845356224515052,1
1,7.53956114656803,8.575993667331619,1
1,3.528611281526193,4.702051394723416,0
1,5.625381749711624,3.926147251058019,0
1,3.005882244669796,4.959297386723685,0
1,4.466826172480893,6.645008614558913,0
1,6.656089447242954,4.109209807936973,0
1,4.045755098375164,9.753518548909936,1
1,4.907256321908844,5.188321182073966,0
1,8.027957401466998,9.211606081344084,1
1,6.674671856944039,6.099139402740988,1
1,3.272283304060323,4.330717306430063,0
1,6.40393204150601,7.803168802018232,1
1,7.234649422579923,9.622759296761404,1
1,6.045788573918959,7.309499809758037,1
1,5.884095621726802,7.585844831279042,1
1,9.982785779692128,7.236925193383885,1
1,4.726426910848174,8.847586499559782,1
1,5.045815980285988,7.580985952982456,1
1,6.045555629271532,4.250840943572217,0
1,8.222666157785568,4.271987853716458,0
1,8.89138964166533,6.980378889835472,1
1,9.483450672430196,4.569430680250754,1
1,6.731925746917527,6.658935317747915,1
1,5.723870631569862,5.951428198012956,1
1,8.036675600171273,9.096014789746954,1
1,6.846852178591112,8.559430710452014,1
1,4.20754545384731,7.884478600148043,0
1,7.547770200533905,9.042453899753964,1
1,7.863542434898018,9.664742716885644,1
1,5.234800398794107,6.076950525602592,0
1,9.409433112516793,7.715910509073893,1
1,9.044855097096364,8.750879176484702,1
1,5.548216114069585,3.557070347228866,0
1,7.449269241843041,8.484513684930135,1
1,8.984580670720979,4.535828361091658,1
1,8.348916274498238,4.838028579728175,1
1,4.22617008099817,8.710385094025457,1
1,9.931500880510394,6.877540947206617,1
1,5.534001756003703,6.49319380069486,1
1,7.477589300092767,8.952981289513276,1
